overall,reviewText,summary,sentiment,review_len,clean_text,clean_summary,combined_text,vader_text,ml_text
2.0,It did not work,Forget It,negative,4,it did not work,forget it,forget it it did not work,Forget It It did not work,forget it it did not work
2.0,"Maybe if I took more time with it, it wouldn't be too bad ... it looks like it has great potential, but my goodness there are LOTS of buttons and boxes and options ... I just don't even know where to begin to say anything about this .. I have no experience with it. Sorry I can't be more help.",Too complicated,negative,60,"maybe if i took more time with it, it wouldn't be too bad ... it looks like it has great potential, but my goodness there are lots of buttons and boxes and options ... i just don't even know where to begin to say anything about this .. i have no experience with it. sorry i can't be more help.",too complicated,"too complicated maybe if i took more time with it, it wouldn't be too bad ... it looks like it has great potential, but my goodness there are lots of buttons and boxes and options ... i just don't even know where to begin to say anything about this .. i have no experience with it. sorry i can't be more help.","Too complicated Maybe if I took more time with it, it wouldn't be too bad ... it looks like it has great potential, but my goodness there are LOTS of buttons and boxes and options ... I just don't even know where to begin to say anything about this .. I have no experience with it. Sorry I can't be more help.","too complicated maybe if i took more time with it, it wouldn't be too bad ... it looks like it has great potential, but my goodness there are lots of buttons and boxes and options ... i just don't even know where to begin to say anything about this .. i have no experience with it. sorry i can't be more help."
1.0,Will not install AVG finds Malware,One Star,negative,6,will not install avg finds malware,one star,one star will not install avg finds malware,One Star Will not install AVG finds Malware,one star will not install avg finds malware
5.0,"I've been a user of the Cyberlink PowerDVD series for many years, and had been using version 12. Version 13 doesn't bring a lot of new features, but the overall interface is cleaner and it worked very well for me. I played not only DVDs and Blu-Ray movies, but also videos from a DLNA server over my home network. All played perfectly, with great picture and sound.","Perfect playback, easy to use",positive,67,"i've been a user of the cyberlink powerdvd series for many years, and had been using version 12. version 13 doesn't bring a lot of new features, but the overall interface is cleaner and it worked very well for me. i played not only dvds and blu-ray movies, but also videos from a dlna server over my home network. all played perfectly, with great picture and sound.","perfect playback, easy to use","perfect playback, easy to use i've been a user of the cyberlink powerdvd series for many years, and had been using version 12. version 13 doesn't bring a lot of new features, but the overall interface is cleaner and it worked very well for me. i played not only dvds and blu-ray movies, but also videos from a dlna server over my home network. all played perfectly, with great picture and sound.","Perfect playback, easy to use I've been a user of the Cyberlink PowerDVD series for many years, and had been using version 12. Version 13 doesn't bring a lot of new features, but the overall interface is cleaner and it worked very well for me. I played not only DVDs and Blu-Ray movies, but also videos from a DLNA server over my home network. All played perfectly, with great picture and sound.","perfect playback, easy to use i've been a user of the cyberlink powerdvd series for many years, and had been using version 12. version 13 doesn't bring a lot of new features, but the overall interface is cleaner and it worked very well for me. i played not only dvds and blu-ray movies, but also videos from a dlna server over my home network. all played perfectly, with great picture and sound."
1.0,"It's an all or nothing install.
You can't change the install path if you want to partition your drive or use a SSD in combination with a hard disk(SSD for OS hard disk for apps).
Very resource heavy,uses about 3 gigs of disk space for an install.
Plus they jacked the price up by 5 to 10% over 2013.

Stick with 2013 until they get this one together or just skip it.",It's an all or nothing install. You can't change ...,negative,72,"it's an all or nothing install. you can't change the install path if you want to partition your drive or use a ssd in combination with a hard disk(ssd for os hard disk for apps). very resource heavy,uses about 3 gigs of disk space for an install. plus they jacked the price up by 5 to 10% over 2013. stick with 2013 until they get this one together or just skip it.",it's an all or nothing install. you can't change ...,"it's an all or nothing install. you can't change ... it's an all or nothing install. you can't change the install path if you want to partition your drive or use a ssd in combination with a hard disk(ssd for os hard disk for apps). very resource heavy,uses about 3 gigs of disk space for an install. plus they jacked the price up by 5 to 10% over 2013. stick with 2013 until they get this one together or just skip it.","It's an all or nothing install. You can't change ... It's an all or nothing install. You can't change the install path if you want to partition your drive or use a SSD in combination with a hard disk(SSD for OS hard disk for apps). Very resource heavy,uses about 3 gigs of disk space for an install. Plus they jacked the price up by 5 to 10% over 2013. Stick with 2013 until they get this one together or just skip it.","it's an all or nothing install. you can't change ... it's an all or nothing install. you can't change the install path if you want to partition your drive or use a ssd in combination with a hard disk(ssd for os hard disk for apps). very resource heavy,uses about 3 gigs of disk space for an install. plus they jacked the price up by 5 to 10% over 2013. stick with 2013 until they get this one together or just skip it."
4.0,Did the job....,Tax Time Again!,positive,3,did the job....,tax time again!,tax time again! did the job....,Tax Time Again! Did the job....,tax time again! did the job....
5.0,"I have been using Fusion 4 on my MacBook Pro (OS 10.6.8, Snow Leopard) for quite a while now. I agree with other reviewers that this version is not enough of an upgrade to make it worthwhile to purchase if you already have Fusion 4. However, if you don't already have the software then this is not only a very worthwhile purchase, but essential in the business world.

Fusion 5 works great, but compared to version 4, there are not enough new features to warrant purchasing a new software package. But the improved graphics speed is a reason to upgrade if that is important to you. With Fusion 5, you get the best of both Mac and Windows applications - wonderful product.

I have never run into any of the mouse issues, network problems, or issues with the drag and drop that other users have mentioned. I use Cisco VPN to connect to my work computer and it has worked quite well with both versions of Fusion.",Essential Software to Use Microsoft Based Software Products,positive,167,"i have been using fusion 4 on my macbook pro (os 10.6.8, snow leopard) for quite a while now. i agree with other reviewers that this version is not enough of an upgrade to make it worthwhile to purchase if you already have fusion 4. however, if you don't already have the software then this is not only a very worthwhile purchase, but essential in the business world. fusion 5 works great, but compared to version 4, there are not enough new features to warrant purchasing a new software package. but the improved graphics speed is a reason to upgrade if that is important to you. with fusion 5, you get the best of both mac and windows applications - wonderful product. i have never run into any of the mouse issues, network problems, or issues with the drag and drop that other users have mentioned. i use cisco vpn to connect to my work computer and it has worked quite well with both versions of fusion.",essential software to use microsoft based software products,"essential software to use microsoft based software products i have been using fusion 4 on my macbook pro (os 10.6.8, snow leopard) for quite a while now. i agree with other reviewers that this version is not enough of an upgrade to make it worthwhile to purchase if you already have fusion 4. however, if you don't already have the software then this is not only a very worthwhile purchase, but essential in the business world. fusion 5 works great, but compared to version 4, there are not enough new features to warrant purchasing a new software package. but the improved graphics speed is a reason to upgrade if that is important to you. with fusion 5, you get the best of both mac and windows applications - wonderful product. i have never run into any of the mouse issues, network problems, or issues with the drag and drop that other users have mentioned. i use cisco vpn to connect to my work computer and it has worked quite well with both versions of fusion.","Essential Software to Use Microsoft Based Software Products I have been using Fusion 4 on my MacBook Pro (OS 10.6.8, Snow Leopard) for quite a while now. I agree with other reviewers that this version is not enough of an upgrade to make it worthwhile to purchase if you already have Fusion 4. However, if you don't already have the software then this is not only a very worthwhile purchase, but essential in the business world. Fusion 5 works great, but compared to version 4, there are not enough new features to warrant purchasing a new software package. But the improved graphics speed is a reason to upgrade if that is important to you. With Fusion 5, you get the best of both Mac and Windows applications - wonderful product. I have never run into any of the mouse issues, network problems, or issues with the drag and drop that other users have mentioned. I use Cisco VPN to connect to my work computer and it has worked quite well with both versions of Fusion.","essential software to use microsoft based software products i have been using fusion 4 on my macbook pro (os 10.6.8, snow leopard) for quite a while now. i agree with other reviewers that this version is not enough of an upgrade to make it worthwhile to purchase if you already have fusion 4. however, if you don't already have the software then this is not only a very worthwhile purchase, but essential in the business world. fusion 5 works great, but compared to version 4, there are not enough new features to warrant purchasing a new software package. but the improved graphics speed is a reason to upgrade if that is important to you. with fusion 5, you get the best of both mac and windows applications - wonderful product. i have never run into any of the mouse issues, network problems, or issues with the drag and drop that other users have mentioned. i use cisco vpn to connect to my work computer and it has worked quite well with both versions of fusion."
5.0,"I haven't used this yet, I have used camtasia, and will update when I use it but decided to start with my 12 year old son's review

He needed to create a movie for a school project and put together content from his phone (pics and video) as well as online - he was able to easy cut and paste clips and transition easily, even adding in some nice special effects.  That type of outta the box ease of use is key.",Easy and fun,positive,82,"i haven't used this yet, i have used camtasia, and will update when i use it but decided to start with my 12 year old son's review he needed to create a movie for a school project and put together content from his phone (pics and video) as well as online - he was able to easy cut and paste clips and transition easily, even adding in some nice special effects. that type of outta the box ease of use is key.",easy and fun,"easy and fun i haven't used this yet, i have used camtasia, and will update when i use it but decided to start with my 12 year old son's review he needed to create a movie for a school project and put together content from his phone (pics and video) as well as online - he was able to easy cut and paste clips and transition easily, even adding in some nice special effects. that type of outta the box ease of use is key.","Easy and fun I haven't used this yet, I have used camtasia, and will update when I use it but decided to start with my 12 year old son's review He needed to create a movie for a school project and put together content from his phone (pics and video) as well as online - he was able to easy cut and paste clips and transition easily, even adding in some nice special effects. That type of outta the box ease of use is key.","easy and fun i haven't used this yet, i have used camtasia, and will update when i use it but decided to start with my 12 year old son's review he needed to create a movie for a school project and put together content from his phone (pics and video) as well as online - he was able to easy cut and paste clips and transition easily, even adding in some nice special effects. that type of outta the box ease of use is key."
4.0,"<div id=""video-block-R395XY9TC1EOWX"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/917CZBy03uS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51PRUQSySIS.png"" class=""video-slate-img-url"">&nbsp;Anime Studio Debut 6 is a very good animation application that gives you a lot of power if you are willing to spend the time to learn the software. There is a bit of learning curve that is only marginally assisted by the included PDF tutorial, but I was able to get the basics after a few hours of playing with it.

We wanted to add animations in our instructional videos to highlight key points, so needed the software to support video and picture ""backgrounds"". I have added a short video test clip to the review to show a basic star animation interacting with me. The Chromakey ""Green Screen"" and background were first rendered in&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Sony-Vegas-Movie-Studio-9-Platinum-Pro-Pack/dp/B001CPHTAQ/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Sony Vegas Movie Studio 9 Platinum Pro Pack</a>&nbsp;and then imported into Anime Studio Debut 6 where the Star animation was added. The animation part took roughly 15 minutes to setup and about 5 minutes to render on my fairly powerful 64 bit Vista Compaq laptop.

The use of virtual ""bones"" that can be embedded into drawings or imported picture objects and used to bend and warp the shapes makes the animations fairly easy once you get the hang of manipulating the strength and range settings. I did have some difficulties mastering the included freehand drawing tools, but it is easy enough to import and use objects created in other programs.

This is a fairly powerful program that is geared to the beginner through intermediate level user. It is also a great value for the price. Now that I have the basics down and have shown my son (13) how it works, he is starting to use it as has taken to it faster than I did, which means we will have to buy another copy for his computer soon.

Recommended!",Very Good Animation Software - Recommended!,positive,310,"&nbsp;anime studio debut 6 is a very good animation application that gives you a lot of power if you are willing to spend the time to learn the software. there is a bit of learning curve that is only marginally assisted by the included pdf tutorial, but i was able to get the basics after a few hours of playing with it. we wanted to add animations in our instructional videos to highlight key points, so needed the software to support video and picture ""backgrounds"". i have added a short video test clip to the review to show a basic star animation interacting with me. the chromakey ""green screen"" and background were first rendered in&nbsp; sony vegas movie studio 9 platinum pro pack &nbsp;and then imported into anime studio debut 6 where the star animation was added. the animation part took roughly 15 minutes to setup and about 5 minutes to render on my fairly powerful 64 bit vista compaq laptop. the use of virtual ""bones"" that can be embedded into drawings or imported picture objects and used to bend and warp the shapes makes the animations fairly easy once you get the hang of manipulating the strength and range settings. i did have some difficulties mastering the included freehand drawing tools, but it is easy enough to import and use objects created in other programs. this is a fairly powerful program that is geared to the beginner through intermediate level user. it is also a great value for the price. now that i have the basics down and have shown my son (13) how it works, he is starting to use it as has taken to it faster than i did, which means we will have to buy another copy for his computer soon. recommended!",very good animation software - recommended!,"very good animation software - recommended! &nbsp;anime studio debut 6 is a very good animation application that gives you a lot of power if you are willing to spend the time to learn the software. there is a bit of learning curve that is only marginally assisted by the included pdf tutorial, but i was able to get the basics after a few hours of playing with it. we wanted to add animations in our instructional videos to highlight key points, so needed the software to support video and picture ""backgrounds"". i have added a short video test clip to the review to show a basic star animation interacting with me. the chromakey ""green screen"" and background were first rendered in&nbsp; sony vegas movie studio 9 platinum pro pack &nbsp;and then imported into anime studio debut 6 where the star animation was added. the animation part took roughly 15 minutes to setup and about 5 minutes to render on my fairly powerful 64 bit vista compaq laptop. the use of virtual ""bones"" that can be embedded into drawings or imported picture objects and used to bend and warp the shapes makes the animations fairly easy once you get the hang of manipulating the strength and range settings. i did have some difficulties mastering the included freehand drawing tools, but it is easy enough to import and use objects created in other programs. this is a fairly powerful program that is geared to the beginner through intermediate level user. it is also a great value for the price. now that i have the basics down and have shown my son (13) how it works, he is starting to use it as has taken to it faster than i did, which means we will have to buy another copy for his computer soon. recommended!","Very Good Animation Software - Recommended! &nbsp;Anime Studio Debut 6 is a very good animation application that gives you a lot of power if you are willing to spend the time to learn the software. There is a bit of learning curve that is only marginally assisted by the included PDF tutorial, but I was able to get the basics after a few hours of playing with it. We wanted to add animations in our instructional videos to highlight key points, so needed the software to support video and picture ""backgrounds"". I have added a short video test clip to the review to show a basic star animation interacting with me. The Chromakey ""Green Screen"" and background were first rendered in&nbsp; Sony Vegas Movie Studio 9 Platinum Pro Pack &nbsp;and then imported into Anime Studio Debut 6 where the Star animation was added. The animation part took roughly 15 minutes to setup and about 5 minutes to render on my fairly powerful 64 bit Vista Compaq laptop. The use of virtual ""bones"" that can be embedded into drawings or imported picture objects and used to bend and warp the shapes makes the animations fairly easy once you get the hang of manipulating the strength and range settings. I did have some difficulties mastering the included freehand drawing tools, but it is easy enough to import and use objects created in other programs. This is a fairly powerful program that is geared to the beginner through intermediate level user. It is also a great value for the price. Now that I have the basics down and have shown my son (13) how it works, he is starting to use it as has taken to it faster than I did, which means we will have to buy another copy for his computer soon. Recommended!","very good animation software - recommended! &nbsp;anime studio debut 6 is a very good animation application that gives you a lot of power if you are willing to spend the time to learn the software. there is a bit of learning curve that is only marginally assisted by the included pdf tutorial, but i was able to get the basics after a few hours of playing with it. we wanted to add animations in our instructional videos to highlight key points, so needed the software to support video and picture ""backgrounds"". i have added a short video test clip to the review to show a basic star animation interacting with me. the chromakey ""green screen"" and background were first rendered in&nbsp; sony vegas movie studio 9 platinum pro pack &nbsp;and then imported into anime studio debut 6 where the star animation was added. the animation part took roughly 15 minutes to setup and about 5 minutes to render on my fairly powerful 64 bit vista compaq laptop. the use of virtual ""bones"" that can be embedded into drawings or imported picture objects and used to bend and warp the shapes makes the animations fairly easy once you get the hang of manipulating the strength and range settings. i did have some difficulties mastering the included freehand drawing tools, but it is easy enough to import and use objects created in other programs. this is a fairly powerful program that is geared to the beginner through intermediate level user. it is also a great value for the price. now that i have the basics down and have shown my son (13) how it works, he is starting to use it as has taken to it faster than i did, which means we will have to buy another copy for his computer soon. recommended!"
5.0,"Unlike some reviewers I had no problems installing or running any part on Windows 7 64bit. Everything worked well and was very easy to follow and fill in. I completed every document as well as the Living Will without a hitch. Yes, you can only have access to the Living Will for two years and make changes for only one year, but considering the cost of this entire package, compared to a lawyer's fees, how can anyone complain! I have no reluctance to recommend this download since it was super easy and worked flawlessly for me. It takes many hours to complete but one can return to work on it many times. I completed and printed all documents over a two week period with a couple of hours per session.",Really Excellent,positive,130,"unlike some reviewers i had no problems installing or running any part on windows 7 64bit. everything worked well and was very easy to follow and fill in. i completed every document as well as the living will without a hitch. yes, you can only have access to the living will for two years and make changes for only one year, but considering the cost of this entire package, compared to a lawyer's fees, how can anyone complain! i have no reluctance to recommend this download since it was super easy and worked flawlessly for me. it takes many hours to complete but one can return to work on it many times. i completed and printed all documents over a two week period with a couple of hours per session.",really excellent,"really excellent unlike some reviewers i had no problems installing or running any part on windows 7 64bit. everything worked well and was very easy to follow and fill in. i completed every document as well as the living will without a hitch. yes, you can only have access to the living will for two years and make changes for only one year, but considering the cost of this entire package, compared to a lawyer's fees, how can anyone complain! i have no reluctance to recommend this download since it was super easy and worked flawlessly for me. it takes many hours to complete but one can return to work on it many times. i completed and printed all documents over a two week period with a couple of hours per session.","Really Excellent Unlike some reviewers I had no problems installing or running any part on Windows 7 64bit. Everything worked well and was very easy to follow and fill in. I completed every document as well as the Living Will without a hitch. Yes, you can only have access to the Living Will for two years and make changes for only one year, but considering the cost of this entire package, compared to a lawyer's fees, how can anyone complain! I have no reluctance to recommend this download since it was super easy and worked flawlessly for me. It takes many hours to complete but one can return to work on it many times. I completed and printed all documents over a two week period with a couple of hours per session.","really excellent unlike some reviewers i had no problems installing or running any part on windows 7 64bit. everything worked well and was very easy to follow and fill in. i completed every document as well as the living will without a hitch. yes, you can only have access to the living will for two years and make changes for only one year, but considering the cost of this entire package, compared to a lawyer's fees, how can anyone complain! i have no reluctance to recommend this download since it was super easy and worked flawlessly for me. it takes many hours to complete but one can return to work on it many times. i completed and printed all documents over a two week period with a couple of hours per session."
2.0,"First of all, as many have said, there are far cheaper and nearly as efficient ways of achieving the same results that this product offers. I found that this product didn't offer much more than what could be accomplished with google maps and [...] (or whatever your preferred travel site is.). The difference is that those sites are free to use, unlike Mappoint with its ridiculous $280 price tag.

I can see if you own a business or for companies that have employees that spend a lot of time traveling, this may make things easier for bookkeeping/planning/itinerary purposes. Using the budgeting features in terms of per diams and what not. For personal use, however, you'd be better off saving your money and using it on your vacation.

I don't own a GPS, so I was unable to test out the GPS export feature. However, the fact that you have to pay extra for the MSN service to do so definitely rubs me the wrong way. If I just paid nearly $300 for your software, the least you can do is provide the ability to interface with (at least popular/common) GPS devices for free.

All in all, unless you are in a position where you or your employees travel regularly as part of your livelyhood and you want a one stop travel planning application, don't waste your money.","Maybe worthwhile for a business, definitely not for personal use.",negative,227,"first of all, as many have said, there are far cheaper and nearly as efficient ways of achieving the same results that this product offers. i found that this product didn't offer much more than what could be accomplished with google maps and [...] (or whatever your preferred travel site is.). the difference is that those sites are free to use, unlike mappoint with its ridiculous $280 price tag. i can see if you own a business or for companies that have employees that spend a lot of time traveling, this may make things easier for bookkeeping/planning/itinerary purposes. using the budgeting features in terms of per diams and what not. for personal use, however, you'd be better off saving your money and using it on your vacation. i don't own a gps, so i was unable to test out the gps export feature. however, the fact that you have to pay extra for the msn service to do so definitely rubs me the wrong way. if i just paid nearly $300 for your software, the least you can do is provide the ability to interface with (at least popular/common) gps devices for free. all in all, unless you are in a position where you or your employees travel regularly as part of your livelyhood and you want a one stop travel planning application, don't waste your money.","maybe worthwhile for a business, definitely not for personal use.","maybe worthwhile for a business, definitely not for personal use. first of all, as many have said, there are far cheaper and nearly as efficient ways of achieving the same results that this product offers. i found that this product didn't offer much more than what could be accomplished with google maps and [...] (or whatever your preferred travel site is.). the difference is that those sites are free to use, unlike mappoint with its ridiculous $280 price tag. i can see if you own a business or for companies that have employees that spend a lot of time traveling, this may make things easier for bookkeeping/planning/itinerary purposes. using the budgeting features in terms of per diams and what not. for personal use, however, you'd be better off saving your money and using it on your vacation. i don't own a gps, so i was unable to test out the gps export feature. however, the fact that you have to pay extra for the msn service to do so definitely rubs me the wrong way. if i just paid nearly $300 for your software, the least you can do is provide the ability to interface with (at least popular/common) gps devices for free. all in all, unless you are in a position where you or your employees travel regularly as part of your livelyhood and you want a one stop travel planning application, don't waste your money.","Maybe worthwhile for a business, definitely not for personal use. First of all, as many have said, there are far cheaper and nearly as efficient ways of achieving the same results that this product offers. I found that this product didn't offer much more than what could be accomplished with google maps and [...] (or whatever your preferred travel site is.). The difference is that those sites are free to use, unlike Mappoint with its ridiculous $280 price tag. I can see if you own a business or for companies that have employees that spend a lot of time traveling, this may make things easier for bookkeeping/planning/itinerary purposes. Using the budgeting features in terms of per diams and what not. For personal use, however, you'd be better off saving your money and using it on your vacation. I don't own a GPS, so I was unable to test out the GPS export feature. However, the fact that you have to pay extra for the MSN service to do so definitely rubs me the wrong way. If I just paid nearly $300 for your software, the least you can do is provide the ability to interface with (at least popular/common) GPS devices for free. All in all, unless you are in a position where you or your employees travel regularly as part of your livelyhood and you want a one stop travel planning application, don't waste your money.","maybe worthwhile for a business, definitely not for personal use. first of all, as many have said, there are far cheaper and nearly as efficient ways of achieving the same results that this product offers. i found that this product didn't offer much more than what could be accomplished with google maps and [...] (or whatever your preferred travel site is.). the difference is that those sites are free to use, unlike mappoint with its ridiculous $280 price tag. i can see if you own a business or for companies that have employees that spend a lot of time traveling, this may make things easier for bookkeeping/planning/itinerary purposes. using the budgeting features in terms of per diams and what not. for personal use, however, you'd be better off saving your money and using it on your vacation. i don't own a gps, so i was unable to test out the gps export feature. however, the fact that you have to pay extra for the msn service to do so definitely rubs me the wrong way. if i just paid nearly $300 for your software, the least you can do is provide the ability to interface with (at least popular/common) gps devices for free. all in all, unless you are in a position where you or your employees travel regularly as part of your livelyhood and you want a one stop travel planning application, don't waste your money."
5.0,"For the average videophile, this program provides everything you need and more.  I am amazed at the quick loading and smooth functionality of the program.  This is likely due to the TrueVelocity Engine.  While I have used many editing programs, this one does the best job, by far, with shaky video.  It couldn't be easier.  As a non-professional, I appreciate the intuitive controls.  This may supplant Roxio Media Creator as my go to program for editing.  I would put its control scheme on a par with Roxio, which is far better than iMovie.

As someone who shoots family movies and wants basic editing, this more than does the trick.  Nevertheless, it is able to handle 3D editing, 4K video (assuming you have a 4K camera and a couple of terabytes on your drive to store the video!)

For the professional, this is definitely the program for you.  For the casual user, if you are looking for an upgrade that is very forward looking, put this one at the top of your list!",A High Quality Editing Solution That Probably Does More Than You Need!,positive,172,"for the average videophile, this program provides everything you need and more. i am amazed at the quick loading and smooth functionality of the program. this is likely due to the truevelocity engine. while i have used many editing programs, this one does the best job, by far, with shaky video. it couldn't be easier. as a non-professional, i appreciate the intuitive controls. this may supplant roxio media creator as my go to program for editing. i would put its control scheme on a par with roxio, which is far better than imovie. as someone who shoots family movies and wants basic editing, this more than does the trick. nevertheless, it is able to handle 3d editing, 4k video (assuming you have a 4k camera and a couple of terabytes on your drive to store the video!) for the professional, this is definitely the program for you. for the casual user, if you are looking for an upgrade that is very forward looking, put this one at the top of your list!",a high quality editing solution that probably does more than you need!,"a high quality editing solution that probably does more than you need! for the average videophile, this program provides everything you need and more. i am amazed at the quick loading and smooth functionality of the program. this is likely due to the truevelocity engine. while i have used many editing programs, this one does the best job, by far, with shaky video. it couldn't be easier. as a non-professional, i appreciate the intuitive controls. this may supplant roxio media creator as my go to program for editing. i would put its control scheme on a par with roxio, which is far better than imovie. as someone who shoots family movies and wants basic editing, this more than does the trick. nevertheless, it is able to handle 3d editing, 4k video (assuming you have a 4k camera and a couple of terabytes on your drive to store the video!) for the professional, this is definitely the program for you. for the casual user, if you are looking for an upgrade that is very forward looking, put this one at the top of your list!","A High Quality Editing Solution That Probably Does More Than You Need! For the average videophile, this program provides everything you need and more. I am amazed at the quick loading and smooth functionality of the program. This is likely due to the TrueVelocity Engine. While I have used many editing programs, this one does the best job, by far, with shaky video. It couldn't be easier. As a non-professional, I appreciate the intuitive controls. This may supplant Roxio Media Creator as my go to program for editing. I would put its control scheme on a par with Roxio, which is far better than iMovie. As someone who shoots family movies and wants basic editing, this more than does the trick. Nevertheless, it is able to handle 3D editing, 4K video (assuming you have a 4K camera and a couple of terabytes on your drive to store the video!) For the professional, this is definitely the program for you. For the casual user, if you are looking for an upgrade that is very forward looking, put this one at the top of your list!","a high quality editing solution that probably does more than you need! for the average videophile, this program provides everything you need and more. i am amazed at the quick loading and smooth functionality of the program. this is likely due to the truevelocity engine. while i have used many editing programs, this one does the best job, by far, with shaky video. it couldn't be easier. as a non-professional, i appreciate the intuitive controls. this may supplant roxio media creator as my go to program for editing. i would put its control scheme on a par with roxio, which is far better than imovie. as someone who shoots family movies and wants basic editing, this more than does the trick. nevertheless, it is able to handle 3d editing, 4k video (assuming you have a 4k camera and a couple of terabytes on your drive to store the video!) for the professional, this is definitely the program for you. for the casual user, if you are looking for an upgrade that is very forward looking, put this one at the top of your list!"
1.0,"I have been a TurboTax user since the mid 1990's I believe.  This will be my first year to use something else.  I refuse to be forced to buy the ""Premier"" version just so I can have a Schedule C.  I have always had this in TurboTax Deluxe.  Intuit is now constantly advertising and trying to upsell their customers.  I recently cancelled an online QuickBooks account for the same reason.  And Quicken is getting worse each year too and pops up ads to me.  That makes me furious when I am working and an ad pops up...this is not FREEWARE software!  Hey Intuit...you are driving customers away.  I have been using Intuit products since 1993 and you are driving me away.",Intuit is driving customers away,negative,121,"i have been a turbotax user since the mid 1990's i believe. this will be my first year to use something else. i refuse to be forced to buy the ""premier"" version just so i can have a schedule c. i have always had this in turbotax deluxe. intuit is now constantly advertising and trying to upsell their customers. i recently cancelled an online quickbooks account for the same reason. and quicken is getting worse each year too and pops up ads to me. that makes me furious when i am working and an ad pops up...this is not freeware software! hey intuit...you are driving customers away. i have been using intuit products since 1993 and you are driving me away.",intuit is driving customers away,"intuit is driving customers away i have been a turbotax user since the mid 1990's i believe. this will be my first year to use something else. i refuse to be forced to buy the ""premier"" version just so i can have a schedule c. i have always had this in turbotax deluxe. intuit is now constantly advertising and trying to upsell their customers. i recently cancelled an online quickbooks account for the same reason. and quicken is getting worse each year too and pops up ads to me. that makes me furious when i am working and an ad pops up...this is not freeware software! hey intuit...you are driving customers away. i have been using intuit products since 1993 and you are driving me away.","Intuit is driving customers away I have been a TurboTax user since the mid 1990's I believe. This will be my first year to use something else. I refuse to be forced to buy the ""Premier"" version just so I can have a Schedule C. I have always had this in TurboTax Deluxe. Intuit is now constantly advertising and trying to upsell their customers. I recently cancelled an online QuickBooks account for the same reason. And Quicken is getting worse each year too and pops up ads to me. That makes me furious when I am working and an ad pops up...this is not FREEWARE software! Hey Intuit...you are driving customers away. I have been using Intuit products since 1993 and you are driving me away.","intuit is driving customers away i have been a turbotax user since the mid 1990's i believe. this will be my first year to use something else. i refuse to be forced to buy the ""premier"" version just so i can have a schedule c. i have always had this in turbotax deluxe. intuit is now constantly advertising and trying to upsell their customers. i recently cancelled an online quickbooks account for the same reason. and quicken is getting worse each year too and pops up ads to me. that makes me furious when i am working and an ad pops up...this is not freeware software! hey intuit...you are driving customers away. i have been using intuit products since 1993 and you are driving me away."
4.0,"While I don't love doing taxes, Turbo tax does make it a lot easier, I have used it for many years.  Purchasing it from Amazon is easy and cost effective.",Turbo Tax 2012,positive,30,"while i don't love doing taxes, turbo tax does make it a lot easier, i have used it for many years. purchasing it from amazon is easy and cost effective.",turbo tax 2012,"turbo tax 2012 while i don't love doing taxes, turbo tax does make it a lot easier, i have used it for many years. purchasing it from amazon is easy and cost effective.","Turbo Tax 2012 While I don't love doing taxes, Turbo tax does make it a lot easier, I have used it for many years. Purchasing it from Amazon is easy and cost effective.","turbo tax 2012 while i don't love doing taxes, turbo tax does make it a lot easier, i have used it for many years. purchasing it from amazon is easy and cost effective."
5.0,Great computer protection,Five Stars,positive,3,great computer protection,five stars,five stars great computer protection,Five Stars Great computer protection,five stars great computer protection
5.0,I've been using TurboTax for around 20 years. I like how it easily imports data from previous years and the walk-through interview as I'm compiling my return simplifies the process.  As long as the cost of TT remains reasonable I will continue using it.  I just wish the cost included Efile of the state return.  I'm too cheap to spend the additional $19.95 and so I spend 75-cents or so in postage and mail it in.,Quick and Easy Tax Filing,positive,76,i've been using turbotax for around 20 years. i like how it easily imports data from previous years and the walk-through interview as i'm compiling my return simplifies the process. as long as the cost of tt remains reasonable i will continue using it. i just wish the cost included efile of the state return. i'm too cheap to spend the additional $19.95 and so i spend 75-cents or so in postage and mail it in.,quick and easy tax filing,quick and easy tax filing i've been using turbotax for around 20 years. i like how it easily imports data from previous years and the walk-through interview as i'm compiling my return simplifies the process. as long as the cost of tt remains reasonable i will continue using it. i just wish the cost included efile of the state return. i'm too cheap to spend the additional $19.95 and so i spend 75-cents or so in postage and mail it in.,Quick and Easy Tax Filing I've been using TurboTax for around 20 years. I like how it easily imports data from previous years and the walk-through interview as I'm compiling my return simplifies the process. As long as the cost of TT remains reasonable I will continue using it. I just wish the cost included Efile of the state return. I'm too cheap to spend the additional $19.95 and so I spend 75-cents or so in postage and mail it in.,quick and easy tax filing i've been using turbotax for around 20 years. i like how it easily imports data from previous years and the walk-through interview as i'm compiling my return simplifies the process. as long as the cost of tt remains reasonable i will continue using it. i just wish the cost included efile of the state return. i'm too cheap to spend the additional $19.95 and so i spend 75-cents or so in postage and mail it in.
