overall,reviewText,summary,sentiment,review_len,clean_text,clean_summary,combined_text,vader_text,vader_len,combined_len,word_count
4.0,"From what I gather, the previous version, Corel Painter 11, was much more user-friendly. From what I see, upon opening up Corel 12 - is that the choices are like the array seen on a commercial pilot's instrument panel - first-time users will need to work hard at learning how to use the choices set before them.

My attempts at learning and using this proficiently have led me to YouTube for some great instructional videos. Although I Googled ""Corel Painter 12 Tutorials"", nothing really useful came up (except for the Corel Painter FB page, and the YouTube videos; I also hear that there is a good blog somewhere, which I need to find and join). The beautiful full-color booklet that comes with this software is interesting but not terribly instructional.

However, the time spent in learning these procedures is well-worth it, as the results (including the exceptional array of colors and textures) can be stunningly beautiful. Of special interest to me -- the Kaleidescope effect, as well as the Mirror Effect and the Watercolor/Wet Oils effect.

Practice practice practice -- and the effort spent at learning this seemingly complex software, will be well worth the time spent in doing so. UPDATE Nov 29: Stil learning and enjoying the beauty that can be created with this software. Corel has been IMHO a leader since the early days of computer graphics -- I look forward to getting more experienced with what this spectacular software is capable of doing.",Great results if you know how to use Corel Painter -  can be daunting for those new to Corel,positive,246,"from what i gather, the previous version, corel painter 11, was much more user-friendly. from what i see, upon opening up corel 12 - is that the choices are like the array seen on a commercial pilot's instrument panel - first-time users will need to work hard at learning how to use the choices set before them. my attempts at learning and using this proficiently have led me to youtube for some great instructional videos. although i googled ""corel painter 12 tutorials"", nothing really useful came up (except for the corel painter fb page, and the youtube videos; i also hear that there is a good blog somewhere, which i need to find and join). the beautiful full-color booklet that comes with this software is interesting but not terribly instructional. however, the time spent in learning these procedures is well-worth it, as the results (including the exceptional array of colors and textures) can be stunningly beautiful. of special interest to me -- the kaleidescope effect, as well as the mirror effect and the watercolor/wet oils effect. practice practice practice -- and the effort spent at learning this seemingly complex software, will be well worth the time spent in doing so. update nov 29: stil learning and enjoying the beauty that can be created with this software. corel has been imho a leader since the early days of computer graphics -- i look forward to getting more experienced with what this spectacular software is capable of doing.",great results if you know how to use corel painter - can be daunting for those new to corel,"great results if you know how to use corel painter - can be daunting for those new to corel from what i gather, the previous version, corel painter 11, was much more user-friendly. from what i see, upon opening up corel 12 - is that the choices are like the array seen on a commercial pilot's instrument panel - first-time users will need to work hard at learning how to use the choices set before them. my attempts at learning and using this proficiently have led me to youtube for some great instructional videos. although i googled ""corel painter 12 tutorials"", nothing really useful came up (except for the corel painter fb page, and the youtube videos; i also hear that there is a good blog somewhere, which i need to find and join). the beautiful full-color booklet that comes with this software is interesting but not terribly instructional. however, the time spent in learning these procedures is well-worth it, as the results (including the exceptional array of colors and textures) can be stunningly beautiful. of special interest to me -- the kaleidescope effect, as well as the mirror effect and the watercolor/wet oils effect. practice practice practice -- and the effort spent at learning this seemingly complex software, will be well worth the time spent in doing so. update nov 29: stil learning and enjoying the beauty that can be created with this software. corel has been imho a leader since the early days of computer graphics -- i look forward to getting more experienced with what this spectacular software is capable of doing.","Great results if you know how to use Corel Painter - can be daunting for those new to Corel From what I gather, the previous version, Corel Painter 11, was much more user-friendly. From what I see, upon opening up Corel 12 - is that the choices are like the array seen on a commercial pilot's instrument panel - first-time users will need to work hard at learning how to use the choices set before them. My attempts at learning and using this proficiently have led me to YouTube for some great instructional videos. Although I Googled ""Corel Painter 12 Tutorials"", nothing really useful came up (except for the Corel Painter FB page, and the YouTube videos; I also hear that there is a good blog somewhere, which I need to find and join). The beautiful full-color booklet that comes with this software is interesting but not terribly instructional. However, the time spent in learning these procedures is well-worth it, as the results (including the exceptional array of colors and textures) can be stunningly beautiful. Of special interest to me -- the Kaleidescope effect, as well as the Mirror Effect and the Watercolor/Wet Oils effect. Practice practice practice -- and the effort spent at learning this seemingly complex software, will be well worth the time spent in doing so. UPDATE Nov 29: Stil learning and enjoying the beauty that can be created with this software. Corel has been IMHO a leader since the early days of computer graphics -- I look forward to getting more experienced with what this spectacular software is capable of doing.",265,265,246
5.0,"I have a older PC that has Windows XP (32 bit) and wanted to watch Blu-rayy movies on it. After upgrading my video card and buying a Blu-ray drive, Windows media player doen't support HD Movies. I tried (free) downloads of movie players, but they really didn't work as well. This version works great and can play Blu-ray Disks, files on hard drive and preforms very well. If you are in need of a very good player for videos, this is the one.",This version works great and can play Blu-ray Disks,positive,83,"i have a older pc that has windows xp (32 bit) and wanted to watch blu-rayy movies on it. after upgrading my video card and buying a blu-ray drive, windows media player doen't support hd movies. i tried (free) downloads of movie players, but they really didn't work as well. this version works great and can play blu-ray disks, files on hard drive and preforms very well. if you are in need of a very good player for videos, this is the one.",this version works great and can play blu-ray disks,"this version works great and can play blu-ray disks i have a older pc that has windows xp (32 bit) and wanted to watch blu-rayy movies on it. after upgrading my video card and buying a blu-ray drive, windows media player doen't support hd movies. i tried (free) downloads of movie players, but they really didn't work as well. this version works great and can play blu-ray disks, files on hard drive and preforms very well. if you are in need of a very good player for videos, this is the one.","This version works great and can play Blu-ray Disks I have a older PC that has Windows XP (32 bit) and wanted to watch Blu-rayy movies on it. After upgrading my video card and buying a Blu-ray drive, Windows media player doen't support HD Movies. I tried (free) downloads of movie players, but they really didn't work as well. This version works great and can play Blu-ray Disks, files on hard drive and preforms very well. If you are in need of a very good player for videos, this is the one.",92,92,83
1.0,fhnfhn,One Star,negative,1,fhnfhn,one star,one star fhnfhn,One Star fhnfhn,3,3,1
5.0,"So far Paint Shop Pro is a great program.  I haven't had much time with it, but what I have has been as much or more that expected.",First Time to use Paint Shop,positive,28,"so far paint shop pro is a great program. i haven't had much time with it, but what i have has been as much or more that expected.",first time to use paint shop,"first time to use paint shop so far paint shop pro is a great program. i haven't had much time with it, but what i have has been as much or more that expected.","First Time to use Paint Shop So far Paint Shop Pro is a great program. I haven't had much time with it, but what I have has been as much or more that expected.",34,34,28
4.0,"We do have a touch screen computer (an HP Envy) ,  so I liked that the software was optimized to use with touch.  I've been using Pinnacle's video editing software for the last few years. I think that the software is pretty user friendly. I'm not especially technical,  but I was able to get the software figured out fairly easily. I thought the additional music/sound editing software was a helpful addition. It was easy to import video files (I have a few different Sony cameras and compatibility was not an issue at all). I also liked that it was easy to share the completed videos on social media.",user friendly video editing option.,positive,108,"we do have a touch screen computer (an hp envy) , so i liked that the software was optimized to use with touch. i've been using pinnacle's video editing software for the last few years. i think that the software is pretty user friendly. i'm not especially technical, but i was able to get the software figured out fairly easily. i thought the additional music/sound editing software was a helpful addition. it was easy to import video files (i have a few different sony cameras and compatibility was not an issue at all). i also liked that it was easy to share the completed videos on social media.",user friendly video editing option.,"user friendly video editing option. we do have a touch screen computer (an hp envy) , so i liked that the software was optimized to use with touch. i've been using pinnacle's video editing software for the last few years. i think that the software is pretty user friendly. i'm not especially technical, but i was able to get the software figured out fairly easily. i thought the additional music/sound editing software was a helpful addition. it was easy to import video files (i have a few different sony cameras and compatibility was not an issue at all). i also liked that it was easy to share the completed videos on social media.","user friendly video editing option. We do have a touch screen computer (an HP Envy) , so I liked that the software was optimized to use with touch. I've been using Pinnacle's video editing software for the last few years. I think that the software is pretty user friendly. I'm not especially technical, but I was able to get the software figured out fairly easily. I thought the additional music/sound editing software was a helpful addition. It was easy to import video files (I have a few different Sony cameras and compatibility was not an issue at all). I also liked that it was easy to share the completed videos on social media.",113,113,108
5.0,Use Word and Excel constantly.  This version gives me all I need.,Ed's Office,positive,12,use word and excel constantly. this version gives me all i need.,ed's office,ed's office use word and excel constantly. this version gives me all i need.,Ed's Office Use Word and Excel constantly. This version gives me all I need.,14,14,12
3.0,"I purchased the project for my son who is looking into the field of graphics design.  The program is great with both 2d and 3d access.  The interface seems fairly simple but if you have no experience with a CAD program it is quite daunting.

We did play around with it a bit and made a few simple designs.  I would say it would be a great tool for an engineer or a draftsman but for the Novice you should get Corel Paintshop Pro or a similar graphics program.",A good program but you need to be a professional to use it.,neutral,89,i purchased the project for my son who is looking into the field of graphics design. the program is great with both 2d and 3d access. the interface seems fairly simple but if you have no experience with a cad program it is quite daunting. we did play around with it a bit and made a few simple designs. i would say it would be a great tool for an engineer or a draftsman but for the novice you should get corel paintshop pro or a similar graphics program.,a good program but you need to be a professional to use it.,a good program but you need to be a professional to use it. i purchased the project for my son who is looking into the field of graphics design. the program is great with both 2d and 3d access. the interface seems fairly simple but if you have no experience with a cad program it is quite daunting. we did play around with it a bit and made a few simple designs. i would say it would be a great tool for an engineer or a draftsman but for the novice you should get corel paintshop pro or a similar graphics program.,A good program but you need to be a professional to use it. I purchased the project for my son who is looking into the field of graphics design. The program is great with both 2d and 3d access. The interface seems fairly simple but if you have no experience with a CAD program it is quite daunting. We did play around with it a bit and made a few simple designs. I would say it would be a great tool for an engineer or a draftsman but for the Novice you should get Corel Paintshop Pro or a similar graphics program.,102,102,89
5.0,"Very easy to install; no computer skills required.

McAfee is my preferred choice of protection.  I've never had issues

On my daughter's laptop, I was able to install parental controls.  On my desktop and laptop, it was easy to skip the installation of parental controls.

Highly recommend!",Highly Recommend,positive,47,"very easy to install; no computer skills required. mcafee is my preferred choice of protection. i've never had issues on my daughter's laptop, i was able to install parental controls. on my desktop and laptop, it was easy to skip the installation of parental controls. highly recommend!",highly recommend,"highly recommend very easy to install; no computer skills required. mcafee is my preferred choice of protection. i've never had issues on my daughter's laptop, i was able to install parental controls. on my desktop and laptop, it was easy to skip the installation of parental controls. highly recommend!","Highly Recommend Very easy to install; no computer skills required. McAfee is my preferred choice of protection. I've never had issues On my daughter's laptop, I was able to install parental controls. On my desktop and laptop, it was easy to skip the installation of parental controls. Highly recommend!",49,49,47
5.0,"We recently upgraded to a new computer (I used to have Vista.) The computer wasn't working well at ALL for about a year, but I kept fooling with it mainly because it had WordPerfect on it and I didn't want to get rid of it! I have used wordperfect since the early 90s and love it. We use MSword at work on those machines, and I am so often frustrated with IT deciding what I want to do rather than ~me~ deciding. For example, can't I just hit the spacebar 6 times to make a big space right there? With Wordperfect you can. You can make really intricate charts without having to really learn how to do stuff...it is just really much more intuitive than Word. Plus, with ""reveal codes"" (which I ALWAYS have turned on) you can see exactly where a font change or tab or hard return or  manual kerning or whatever actually begins or ends. I have even changed the font on one single character in seconds. I couldn't be more happy with wordperfect.",LOVE wordperfect! Works on my windows 8 machine!,positive,177,"we recently upgraded to a new computer (i used to have vista.) the computer wasn't working well at all for about a year, but i kept fooling with it mainly because it had wordperfect on it and i didn't want to get rid of it! i have used wordperfect since the early 90s and love it. we use msword at work on those machines, and i am so often frustrated with it deciding what i want to do rather than ~me~ deciding. for example, can't i just hit the spacebar 6 times to make a big space right there? with wordperfect you can. you can make really intricate charts without having to really learn how to do stuff...it is just really much more intuitive than word. plus, with ""reveal codes"" (which i always have turned on) you can see exactly where a font change or tab or hard return or manual kerning or whatever actually begins or ends. i have even changed the font on one single character in seconds. i couldn't be more happy with wordperfect.",love wordperfect! works on my windows 8 machine!,"love wordperfect! works on my windows 8 machine! we recently upgraded to a new computer (i used to have vista.) the computer wasn't working well at all for about a year, but i kept fooling with it mainly because it had wordperfect on it and i didn't want to get rid of it! i have used wordperfect since the early 90s and love it. we use msword at work on those machines, and i am so often frustrated with it deciding what i want to do rather than ~me~ deciding. for example, can't i just hit the spacebar 6 times to make a big space right there? with wordperfect you can. you can make really intricate charts without having to really learn how to do stuff...it is just really much more intuitive than word. plus, with ""reveal codes"" (which i always have turned on) you can see exactly where a font change or tab or hard return or manual kerning or whatever actually begins or ends. i have even changed the font on one single character in seconds. i couldn't be more happy with wordperfect.","LOVE wordperfect! Works on my windows 8 machine! We recently upgraded to a new computer (I used to have Vista.) The computer wasn't working well at ALL for about a year, but I kept fooling with it mainly because it had WordPerfect on it and I didn't want to get rid of it! I have used wordperfect since the early 90s and love it. We use MSword at work on those machines, and I am so often frustrated with IT deciding what I want to do rather than ~me~ deciding. For example, can't I just hit the spacebar 6 times to make a big space right there? With Wordperfect you can. You can make really intricate charts without having to really learn how to do stuff...it is just really much more intuitive than Word. Plus, with ""reveal codes"" (which I ALWAYS have turned on) you can see exactly where a font change or tab or hard return or manual kerning or whatever actually begins or ends. I have even changed the font on one single character in seconds. I couldn't be more happy with wordperfect.",185,185,177
5.0,"What else is there to say? Trend Micro continues to make me happy as my antivirus of choice. It does just what I need, and doesn't force itself on me if I don't want it. It doesn't invade my system like other AVs out there, and it works perfectly without being bloated and huge.

If you're looking for a low-cost, high-end antivirus you can't go wrong with Trend Micro.",Short and sweet: This is always my choice for Antivirus.,positive,69,"what else is there to say? trend micro continues to make me happy as my antivirus of choice. it does just what i need, and doesn't force itself on me if i don't want it. it doesn't invade my system like other avs out there, and it works perfectly without being bloated and huge. if you're looking for a low-cost, high-end antivirus you can't go wrong with trend micro.",short and sweet: this is always my choice for antivirus.,"short and sweet: this is always my choice for antivirus. what else is there to say? trend micro continues to make me happy as my antivirus of choice. it does just what i need, and doesn't force itself on me if i don't want it. it doesn't invade my system like other avs out there, and it works perfectly without being bloated and huge. if you're looking for a low-cost, high-end antivirus you can't go wrong with trend micro.","Short and sweet: This is always my choice for Antivirus. What else is there to say? Trend Micro continues to make me happy as my antivirus of choice. It does just what I need, and doesn't force itself on me if I don't want it. It doesn't invade my system like other AVs out there, and it works perfectly without being bloated and huge. If you're looking for a low-cost, high-end antivirus you can't go wrong with Trend Micro.",79,79,69
4.0,"I liked this software for editing pictures, but for editing videos, I prefer other software like Roxio or Corel. Media Expressions Platinum 3 is a good program for beginners, but if you have some experience with video editing, you may want to try something different. This has about as many features as Windows Movie Maker. The good points are that it doesn't freeze up your computer, like a lot of other software does. I found that when I was editing videos, I was getting some error messages though. Like I said, I think it's good for beginners.",Very basic for video editing,positive,97,"i liked this software for editing pictures, but for editing videos, i prefer other software like roxio or corel. media expressions platinum 3 is a good program for beginners, but if you have some experience with video editing, you may want to try something different. this has about as many features as windows movie maker. the good points are that it doesn't freeze up your computer, like a lot of other software does. i found that when i was editing videos, i was getting some error messages though. like i said, i think it's good for beginners.",very basic for video editing,"very basic for video editing i liked this software for editing pictures, but for editing videos, i prefer other software like roxio or corel. media expressions platinum 3 is a good program for beginners, but if you have some experience with video editing, you may want to try something different. this has about as many features as windows movie maker. the good points are that it doesn't freeze up your computer, like a lot of other software does. i found that when i was editing videos, i was getting some error messages though. like i said, i think it's good for beginners.","Very basic for video editing I liked this software for editing pictures, but for editing videos, I prefer other software like Roxio or Corel. Media Expressions Platinum 3 is a good program for beginners, but if you have some experience with video editing, you may want to try something different. This has about as many features as Windows Movie Maker. The good points are that it doesn't freeze up your computer, like a lot of other software does. I found that when I was editing videos, I was getting some error messages though. Like I said, I think it's good for beginners.",102,102,97
1.0,"I lost trust if a company failed me twice.
As many users found out update version 7.0.047 is a piece of junk, I must roll back to version 7.0.462 to make the software work again.
This is the second time ZoneAlarm did to their customers or at least, me.

My side job needs me to try out many different (security) software and recommend to my clients, so sorry ZoneAlarm is currently out of my list.
Also, I need to call and follow up the rebate or they just think it's their money.
Although Norton is a bit bulky, their software is as good as ZoneAlarm and rebate check arrived within a month and worry free (big improvement compare with past history).",So sad ZoneAlarm used to be a very good software,negative,121,"i lost trust if a company failed me twice. as many users found out update version 7.0.047 is a piece of junk, i must roll back to version 7.0.462 to make the software work again. this is the second time zonealarm did to their customers or at least, me. my side job needs me to try out many different (security) software and recommend to my clients, so sorry zonealarm is currently out of my list. also, i need to call and follow up the rebate or they just think it's their money. although norton is a bit bulky, their software is as good as zonealarm and rebate check arrived within a month and worry free (big improvement compare with past history).",so sad zonealarm used to be a very good software,"so sad zonealarm used to be a very good software i lost trust if a company failed me twice. as many users found out update version 7.0.047 is a piece of junk, i must roll back to version 7.0.462 to make the software work again. this is the second time zonealarm did to their customers or at least, me. my side job needs me to try out many different (security) software and recommend to my clients, so sorry zonealarm is currently out of my list. also, i need to call and follow up the rebate or they just think it's their money. although norton is a bit bulky, their software is as good as zonealarm and rebate check arrived within a month and worry free (big improvement compare with past history).","So sad ZoneAlarm used to be a very good software I lost trust if a company failed me twice. As many users found out update version 7.0.047 is a piece of junk, I must roll back to version 7.0.462 to make the software work again. This is the second time ZoneAlarm did to their customers or at least, me. My side job needs me to try out many different (security) software and recommend to my clients, so sorry ZoneAlarm is currently out of my list. Also, I need to call and follow up the rebate or they just think it's their money. Although Norton is a bit bulky, their software is as good as ZoneAlarm and rebate check arrived within a month and worry free (big improvement compare with past history).",131,131,121
5.0,Very good photo editor one of the best easy to use great tools to help adjust and edit your photos,PhotoShop Pro X5,positive,20,very good photo editor one of the best easy to use great tools to help adjust and edit your photos,photoshop pro x5,photoshop pro x5 very good photo editor one of the best easy to use great tools to help adjust and edit your photos,PhotoShop Pro X5 Very good photo editor one of the best easy to use great tools to help adjust and edit your photos,23,23,20
4.0,"I had no problems with the software itself installing, updating and doing my taxes. But when it came time to select part of my refund as an Amazon gift card with the 10% bonus, I am a little concerned with all of the fine print of the offer. Part of that fine print is that the bank that is handling the bonus offer can use your contact info pretty much any way they want to including ""offers from third parties"". I went ahead and did the offer anyway grabbing enough bonus to actually have the software more than pay for itself, but it will be interesting to see how many ""offers"" I get flooded with as this year goes on. Anyway, just be aware that the bonus offer comes with strings attached.",Bonus Amazon Refund a Bit Disconcerting,positive,132,"i had no problems with the software itself installing, updating and doing my taxes. but when it came time to select part of my refund as an amazon gift card with the 10% bonus, i am a little concerned with all of the fine print of the offer. part of that fine print is that the bank that is handling the bonus offer can use your contact info pretty much any way they want to including ""offers from third parties"". i went ahead and did the offer anyway grabbing enough bonus to actually have the software more than pay for itself, but it will be interesting to see how many ""offers"" i get flooded with as this year goes on. anyway, just be aware that the bonus offer comes with strings attached.",bonus amazon refund a bit disconcerting,"bonus amazon refund a bit disconcerting i had no problems with the software itself installing, updating and doing my taxes. but when it came time to select part of my refund as an amazon gift card with the 10% bonus, i am a little concerned with all of the fine print of the offer. part of that fine print is that the bank that is handling the bonus offer can use your contact info pretty much any way they want to including ""offers from third parties"". i went ahead and did the offer anyway grabbing enough bonus to actually have the software more than pay for itself, but it will be interesting to see how many ""offers"" i get flooded with as this year goes on. anyway, just be aware that the bonus offer comes with strings attached.","Bonus Amazon Refund a Bit Disconcerting I had no problems with the software itself installing, updating and doing my taxes. But when it came time to select part of my refund as an Amazon gift card with the 10% bonus, I am a little concerned with all of the fine print of the offer. Part of that fine print is that the bank that is handling the bonus offer can use your contact info pretty much any way they want to including ""offers from third parties"". I went ahead and did the offer anyway grabbing enough bonus to actually have the software more than pay for itself, but it will be interesting to see how many ""offers"" I get flooded with as this year goes on. Anyway, just be aware that the bonus offer comes with strings attached.",138,138,132
1.0,"For 7 years running, I have been a loyal Norton customer. I used my multiple device subscription to activate my license here in the US and for my father who resides in Asia. This year, it only activated my device here and not that of my father because the license is no longer valid in another region.

There are numerous good security packages in the market and I have stuck with Norton all along, despite it being more expensive than the competition. But the regional restriction is the last straw. I will now switch to another security package that doesn't have the hassle of such regional restrictions. Norton, you have just lost a 7-year old customer.

Separate from the regional issue, I had one month remaining on my Norton subscription in the US and instead of adding/stacking to my existing subscription time, Norton reset the clock so there is only a total of 12 months (rather than 13 months (1 +12)). Tw0 strikes, and unfortunately you are now out Norton!",Region Code,negative,170,"for 7 years running, i have been a loyal norton customer. i used my multiple device subscription to activate my license here in the us and for my father who resides in asia. this year, it only activated my device here and not that of my father because the license is no longer valid in another region. there are numerous good security packages in the market and i have stuck with norton all along, despite it being more expensive than the competition. but the regional restriction is the last straw. i will now switch to another security package that doesn't have the hassle of such regional restrictions. norton, you have just lost a 7-year old customer. separate from the regional issue, i had one month remaining on my norton subscription in the us and instead of adding/stacking to my existing subscription time, norton reset the clock so there is only a total of 12 months (rather than 13 months (1 +12)). tw0 strikes, and unfortunately you are now out norton!",region code,"region code for 7 years running, i have been a loyal norton customer. i used my multiple device subscription to activate my license here in the us and for my father who resides in asia. this year, it only activated my device here and not that of my father because the license is no longer valid in another region. there are numerous good security packages in the market and i have stuck with norton all along, despite it being more expensive than the competition. but the regional restriction is the last straw. i will now switch to another security package that doesn't have the hassle of such regional restrictions. norton, you have just lost a 7-year old customer. separate from the regional issue, i had one month remaining on my norton subscription in the us and instead of adding/stacking to my existing subscription time, norton reset the clock so there is only a total of 12 months (rather than 13 months (1 +12)). tw0 strikes, and unfortunately you are now out norton!","Region Code For 7 years running, I have been a loyal Norton customer. I used my multiple device subscription to activate my license here in the US and for my father who resides in Asia. This year, it only activated my device here and not that of my father because the license is no longer valid in another region. There are numerous good security packages in the market and I have stuck with Norton all along, despite it being more expensive than the competition. But the regional restriction is the last straw. I will now switch to another security package that doesn't have the hassle of such regional restrictions. Norton, you have just lost a 7-year old customer. Separate from the regional issue, I had one month remaining on my Norton subscription in the US and instead of adding/stacking to my existing subscription time, Norton reset the clock so there is only a total of 12 months (rather than 13 months (1 +12)). Tw0 strikes, and unfortunately you are now out Norton!",172,172,170
3.0,"While it didn't cause any problems for me, I don't see any major benefit either. Machine doesn't feel faster and overall there's no noticable difference. This doesn't mean it didn't do anything, any clean up is good, but I'm not very impressed.",mixed bag,neutral,42,"while it didn't cause any problems for me, i don't see any major benefit either. machine doesn't feel faster and overall there's no noticable difference. this doesn't mean it didn't do anything, any clean up is good, but i'm not very impressed.",mixed bag,"mixed bag while it didn't cause any problems for me, i don't see any major benefit either. machine doesn't feel faster and overall there's no noticable difference. this doesn't mean it didn't do anything, any clean up is good, but i'm not very impressed.","mixed bag While it didn't cause any problems for me, I don't see any major benefit either. Machine doesn't feel faster and overall there's no noticable difference. This doesn't mean it didn't do anything, any clean up is good, but I'm not very impressed.",44,44,42
3.0,"Seems to do a very good job of not allowing spyware to install, a great job of protecting your computer against viruses, trojans, etc., and has very easy to use and effective firewall at the presets/configuration.  However, it gives you scripting errors on many sub-sections, including spam control and some areas of firewall control.  I tried to do a live chat with Symantec support.  I was able to reach a tech in far less than the 15 minutes noted on their screen.  However, when I described what my problem was, I was suddenly disconnected from the live chat session.  Maybe the disconnect was just an error, but combined with the non-configurable sections of the software, the experience made me find another antivirus/firewall solution and then uninstall the product on one computer.  (I had it running on two machines.  The one it is still installed on is more modern and has 2 GB RAM...it gets the same scripting errors.)

It might be worth the current $20 being asked here (discount) to someone who never wishes to customize controls since the antivirus, etc., do work well.  But, make sure you have a relatively modern machine running XP.",Not Completely Functional,neutral,195,"seems to do a very good job of not allowing spyware to install, a great job of protecting your computer against viruses, trojans, etc., and has very easy to use and effective firewall at the presets/configuration. however, it gives you scripting errors on many sub-sections, including spam control and some areas of firewall control. i tried to do a live chat with symantec support. i was able to reach a tech in far less than the 15 minutes noted on their screen. however, when i described what my problem was, i was suddenly disconnected from the live chat session. maybe the disconnect was just an error, but combined with the non-configurable sections of the software, the experience made me find another antivirus/firewall solution and then uninstall the product on one computer. (i had it running on two machines. the one it is still installed on is more modern and has 2 gb ram...it gets the same scripting errors.) it might be worth the current $20 being asked here (discount) to someone who never wishes to customize controls since the antivirus, etc., do work well. but, make sure you have a relatively modern machine running xp.",not completely functional,"not completely functional seems to do a very good job of not allowing spyware to install, a great job of protecting your computer against viruses, trojans, etc., and has very easy to use and effective firewall at the presets/configuration. however, it gives you scripting errors on many sub-sections, including spam control and some areas of firewall control. i tried to do a live chat with symantec support. i was able to reach a tech in far less than the 15 minutes noted on their screen. however, when i described what my problem was, i was suddenly disconnected from the live chat session. maybe the disconnect was just an error, but combined with the non-configurable sections of the software, the experience made me find another antivirus/firewall solution and then uninstall the product on one computer. (i had it running on two machines. the one it is still installed on is more modern and has 2 gb ram...it gets the same scripting errors.) it might be worth the current $20 being asked here (discount) to someone who never wishes to customize controls since the antivirus, etc., do work well. but, make sure you have a relatively modern machine running xp.","Not Completely Functional Seems to do a very good job of not allowing spyware to install, a great job of protecting your computer against viruses, trojans, etc., and has very easy to use and effective firewall at the presets/configuration. However, it gives you scripting errors on many sub-sections, including spam control and some areas of firewall control. I tried to do a live chat with Symantec support. I was able to reach a tech in far less than the 15 minutes noted on their screen. However, when I described what my problem was, I was suddenly disconnected from the live chat session. Maybe the disconnect was just an error, but combined with the non-configurable sections of the software, the experience made me find another antivirus/firewall solution and then uninstall the product on one computer. (I had it running on two machines. The one it is still installed on is more modern and has 2 GB RAM...it gets the same scripting errors.) It might be worth the current $20 being asked here (discount) to someone who never wishes to customize controls since the antivirus, etc., do work well. But, make sure you have a relatively modern machine running XP.",198,198,195
